	CHACHARITA	MRCH	CR
	LIBERIA/TOMAS G	MRLB	CR
	LIMON INTL AIRP	MRLM	CR
	NICOYA	MRNC	CR
	JUAN SANTAMARIA	MROC	CR
	PALMAR SUR	MRPM	CR
	PUNTARENAS	MRPT	CR
	TOBIAS BOLANO	MRPV	CR
			
PA	NAMA             0	7-JA	
	BOCAS DEL TORO	MPBO	PA
	DAVID/ENRIQUE M	MPDA	PA
	COLON	MPEJ	PA
	HOWARD AFB	MPHO	PA
	MARCOS GELABERT	MPMG	PA
	PANAMA PACIFICO	MPPA	PA
	SANTIAGO	MPSA	PA
	TOCUMEN	MPTO	PA
	ENRIQUE ADOLFO J	MPCF	PA
	CAPTAIN MANUEL N	MPCH	PA
	FT SHERMAN (ROCO	MPFS	PA
	JAQUE	MPJE	PA
	ALBROOK AFS/BALB	MPLB	PA
	LA PALMA	MPLP	PA
	AUGUSTO VERGARA	MPNU	PA
	PUERTO OBALDIA	MPOA	PA
	RIO HATO	MPRH	PA
	SCARLETT MARTINE	MPSM	PA
	EL PORVENIR	MPVR	PA
			
CO	LOMBIA           0	7-JA	
	ARMENIA/EL EDEN	SKAR	CO
	PUERTO ASIS	SKAS	CO
	EL BANCO/LAS FLO	SKBC	CO
	BUCARAMANGO/PALO	SKBG	CO
	BOGOTA/ELDORADO	SKBO	CO
	BARRANQUILLA/ERN	SKBQ	CO
	BAHIA SOLANO/JOS	SKBS	CO
	BUENAVENTURA	SKBU	CO
	CUCUTA/CAMILO DA	SKCC	CO
	CARTAGENA/RAFAEL	SKCG	CO
	CALI/ALFONSO BON	SKCL	CO
	TUMACO/LA FLORID	SKCO	CO
	BARRANCABERMEJA	SKEJ	CO
	FLORENCIA/CAPITO	SKFL	CO
	GIRARDOT/SANTIAG	SKGI	CO
	GUAPI	SKGP	CO
	IBAGUE/PERALES	SKIB	CO
	IPIALES/SAN LUIS	SKIP	CO
	APARTADO/LOS CED	SKLC	CO
	LETICIA/VASQUEZ	SKLT	CO
	MEDELLIN/OLAYA H	SKMD	CO
	MONTERIA/LOS GAR	SKMR	CO
	MITU	SKMU	CO
	MANIZALES LNUBIA	SKMZ	CO
	NEIVA/LA MANGUIT	SKNV	CO
	OTU	SKOT	CO
	PUERTO CARRENO	SKPC	CO
	PEREIRA/MATECANA	SKPE	CO
	PITALITO	SKPI	CO
	POPAYAN/GUILLERM	SKPP	CO
	PASTO/ANTONIO NA	SKPS	CO
	PROVIDENCIA ISLA	SKPV	CO
	MARIQUITA	SKQU	CO
	RIONEGRO/JOSE MA	SKRG	CO
	RIOHACHA/ALMIRAN	SKRH	CO
	SARAVENA/COLONIZ	SKSA	CO
	SAN JOSE GUAVIAR	SKSJ	CO
	SANTA MARTA/SIMO	SKSM	CO
	SAN ANDRES ISLAN	SKSP	CO
	SAN VINCENTE DEL	SKSV	CO
	TRINIDAD	SKTD	CO
	TAME	SKTM	CO
	TURBO/GONZALO ME	SKTU	CO
	ARAUCA/SANTIAGO	SKUC	CO
	QUIBDO/EL CARANO	SKUI	CO
	TULUA/FARFAN	SKUL	CO
	VALLEDUPAR/ALFON	SKVP	CO
	VILLAVICENCIO/VA	SKVV	CO
	YOPAL/EL ALCARAV	SKYP	CO
	GAVIOTAS	MCGV	CO
			
VE	NEZUELA          3	0-AP	
	ACARIGUA/OSWALDO	SVAC	VE
	BARCELONA/GEN JO	SVBC	VE
	BARINAS	SVBI	VE
	EL LIBERTADOR (A	SVBL	VE
	BARQUISIMETO (MI	SVBM	VE
	MARISCAL SUCRE(M	SVBS	VE
	CIUDAD BOLIVAR	SVCB	VE
	CALABOZO	SVCL	VE
	CANAIMA ARPT	SVCN	VE
	CARUPANO/GEN. JO	SVCP	VE
	CORO/JOSE LEONAR	SVCR	VE
	CARACAS/OSCAR MA	SVCS	VE
	CUMANA/ANTONIO J	SVCU	VE
	CARRIZAL	SVCZ	VE
	CARACAS/LA CARLO	SVFM	VE
	GUASDUALITO	SVGD	VE
	GUIRIA	SVGI	VE
	GUANARE	SVGU	VE
	HIGUEROTE	SVHG	VE
	PARAGUANA/JOSEFA	SVJC	VE
	SAN JUAN LOS MOR	SVJM	VE
	LA FRIA	SVLF	VE
	LA ORCHILA ISL(M	SVLO	VE
	MARACAIBO/LA CHI	SVMC	VE
	MERIDA/ALBERTO C	SVMD	VE
	MARGARITA/DEL CA	SVMG	VE
	CARACAS/S. BOLIV	SVMI	VE
	MENE GRANDE	SVMN	VE
	METROPOLITANO (P	SVMP	VE
	MATURIN	SVMT	VE
	PUERTO AYACUCHO	SVPA	VE
	PUERTO CABELLO(M	SVPC	VE
	PARAMILLO (PRIVA	SVPM	VE
	GUAYANA/MANUEL C	SVPR	VE
	SAN ANTONIO TACH	SVSA	VE
	SANTA ELENA UAIR	SVSE	VE
	SANTO DOMINGO/MA	SVSO	VE
	SAN FELIPE	SVSP	VE
	SAN FERNANDO APU	SVSR	VE
	SAN TOME (PRIVAT	SVST	VE
	SANTA BARBARA ZU	SVSZ	VE
	TUMEREMO	SVTM	VE
	TEMBLADOR (PRIVA	SVTR	VE
	ZIM VALENCIA INT	SVVA	VE
	EL VIGIA/PEREZ A	SVVG	VE
	VALERA/DR. ANTON	SVVL	VE
	VALLE DE LA PASC	SVVP	VE
	CARRIZAL	MVCZ	VE
	MENE GRANDE	MVMN	VE
	PORLAMAR DEL CA	MVPQ	VE
	TEMBLADOR	MVTR	VE
			
GU	YANA             2	8-JU	
	CAYENNE/ROCHAMBE	SOCA	GY
	ST LAURENT DU MA	SOOM	GY
	OGLE AIRPORT	SYGO	GY
	GEORGETOWN/CORRE	SYEC	GY
	GEORGETOWN	SYGT	GY
	MABARUMA	SYMB	GY
	GEORGETOWN/TIMEH	SYCJ	GY
	KAMARANG	SYKM	GY
	KATO	SYKT	GY
	LETHEM	SYLT	GY
	EBINI		GY
	NEW AMSTERDAM		GY
	KAIETEUR FALLS		GY
	GEORGETOWN/TIMEH	SYTM	GY
			
EC	UADOR            1	1-SE	
	AMBATO/CHACHOAN	SEAM	EC
	ASCAZUBI	SEAS	EC
	BAHIA DE CARAQUE	SEBC	EC
	CHONE	SECH	EC
	CIUDAD DE CATAMY	SECA	EC
	COCA/FRANCISCO	SECO	EC
	CUENCA/MARISCAL	SECU	EC
	ESMERALDAS-TACHI	SEES	EC
	SAN CRISTOBAL	SEGS	EC
	GUAYAQUIL/SIMON	SEGU	EC
	IBARRA/ATAHUALPA	SEIB	EC
	JUMANDY	SEJD	EC
	LAGO AGRIO	SELA	EC
	LIMONCOCHA	SELI	EC
	CATAMAYO/ENRIQUE	SELO	EC
	LATACUNGA/COTOPA	SELT	EC
	MACARA/J.M.VELAS	SEMA	EC
	MACAS	SEMC	EC
	MACHALA/GEN SERR	SEMH	EC
	MANTA/ELOY ALFAR	SEMT	EC
	LAGO AGRIO	SENL	EC
	PASTAZA/RIO AMAZ	SEPA	EC
	PORTOVIEJO/REALE	SEPV	EC
	QUITO/NEW INTL	SEQM	EC
	QUITO/MARISCAL S	SEQU	EC
	RIOBAMBA/CHIMBOR	SERB	EC
	SALINAS/GEN ULPI	SESA	EC
	SAN LORENZO	SESL	EC
	SAN CRISTOBAL IS	SEST	EC
	SANTA ROSA	SERO	EC
	SANTO DOMINGO	SESD	EC
	SHELL MERA/AMAZO	SESM	EC
	TACHINA	SETN	EC
	TAURA (EQ-AFB)	SETA	EC
	TIPUTINI	SETI	EC
	TULCAN/EL ROSAL	SETU	EC
			
PE	RU               0	7-JA	
	ATALAYA	SPAY	PE
	MOYOBAMBA	SPBB	PE
	PUCALLPA (CIV/MI	SPCL	PE
	MOLLENDO	SPDO	PE
	CHIMBOTE/TENIENT	SPEO	PE
	CESAR TORQUE POD	SPEQ	PE
	TINGO MARIA	SPGM	PE
	CHICLAYO/CAPT JO	SPHI	PE
	AYACUCHO/CORONEL	SPHO	PE
	HUANCAYO	SPHU	PE
	ANDAHUAYLA	SPHY	PE
	ANTA/HUARAZ	SPHZ	PE
	QUINCEMIL	SPIL	PE
	LIMA/JORGE CHAVE	SPIM	PE
	LIMA/JORGE CHAVE	SPJC	PE
	RIOJA	SPJA	PE
	JUANJUI	SPJI	PE
	JAUJA	SPJJ	PE
	JULIACA	SPJL	PE
	SAN JUAN DE MARC	SPJN	PE
	CAJAMARCA/REVORE	SPJR	PE
	ILO	SPLO	PE
	LAS PALMAS (MIL)	SPLP	PE
	TUMBES/PEDRO CAN	SPME	PE
	YURIMAGUAS/MOISE	SPMS	PE
	HUANUCO/ALFEREZ	SPNC	PE
	ZORRITOS	SPOS	PE
	PARAMONGA	SPPG	PE
	CHACHAPOYAS	SPPY	PE
	IQUITOS/SECADA	SPQT	PE
	AREQUIPA/RODRIGU	SPQU	PE
	TRUJILLO/MARTINE	SPRU	PE
	PISCO (CIV/MIL)	SPSO	PE
	TARAPOTO	SPST	PE
	TACNA/CIRIANI	SPTN	PE
	PUERTO MALDONADO	SPTU	PE
	PIURA/CAPT CONCH	SPUR	PE
	CARAVELI	SPVL	PE
	TALARA/CAPT MONT	SPYL	PE
	NAZCA REICHE APT	SPZA	PE
	CUZCO/VELAZCO AS	SPZO	PE
			
BO	LIVIA            3	0-AP	
	APOLO	SLAP	BO
	ASCENCION GUARAY	SLAS	BO
	CAMIRI	SLCA	BO
	COCHABAMBA/JORGE	SLCB	BO
	CHARANA	SLCN	BO
	COBIJA	SLCO	BO
	CONCEPCION	SLCP	BO
	SANTA CRUZ/EL TR	SLET	BO
	GUAYARAMERIN	SLGY	BO
	SAN JOSE	SLJE	BO
	SAN JOAQUIN	SLJO	BO
	SAN JAVIER	SLJV	BO
	LA PAZ/JFK INTL	SLLP	BO
	MAGDALENA	SLMG	BO
	ORURO/JUAN MENDO	SLOR	BO
	POTOSI/ROJAS	SLPO	BO
	PUERTO SUAREZ/SA	SLPS	BO
	ROBORE (CIV/MIL)	SLRB	BO
	RIBERALTA	SLRI	BO
	RURRENABAQUE	SLRQ	BO
	REYES	SLRY	BO
	SANTA ANA DE YAC	SLSA	BO
	SAN BORJA/CAPT G	SLSB	BO
	SAN IGNACIO VELA	SLSI	BO
	SAN IGNACIO DE M	SLSM	BO
	SUCRE/JUANA AZUR	SLSU	BO
	TARIJA/CAPT ORIE	SLTJ	BO
	TRINIDAD/JORGE H	SLTR	BO
	VILLA MONTES/RAF	SLVM	BO
	VIRU VIRU INTL A	SLVR	BO
	YACUIBA	SLYA	BO
			
BR	AZIL             0	7-JA	
	CONCEICAO ARAGUA	SBAA	BR
	AFONSOS ARPT (MI	SBAF	BR
	AMAPA AIRPORT	SBAM	BR
	ANAPOLIS (BRAZ-A	SBAN	BR
	ASSIS	SBAS	BR
	ARARAQUARA	SBAQ	BR
	ARACAJU/SANTA MA	SBAR	BR
	ALTA FLORESTA	SBAT	BR
	ARACATUBA	SBAU	BR
	ARAXA	SBAX	BR
	BOCADOACRE	SBBA	BR
	BENJAMIN CONSTAN	SBBC	BR
	BELEM/VAL DE CAE	SBBE	BR
	BAGE/CMDT KRAEME	SBBG	BR
	BELO HORIZ/PAMPU	SBBH	BR
	CURITIBA/BACACHE	SBBI	BR
	BARBACENA (CIV/M	SBBQ	BR
	BRASILIA (CIV/MI	SBBR	BR
	BARRETOS	SBBT	BR
	BAURU	SBBU	BR
	BOA VISTA (CIV/M	SBBV	BR
	BERRA DO GARCAS	SBBW	BR
	BUZIOS/MODIANO	SBBZ	BR
	CASCAVEL	SBCA	BR
	CABO FRIO	SBCB	BR
	CACHIMBO	SBCC	BR
	CACADOR	SBCD	BR
	BELO HORIZ/TANCR	SBCF	BR
	CAMPO GRANDE INT	SBCG	BR
	CHAPECO	SBCH	BR
	CAROLINA AIRPORT	SBCI	BR
	CARAJAS/MARABA	SBCJ	BR
	FORQUILHINHA	SBCM	BR
	PORTO ALEGRE/CAN	SBCO	BR
	CAMPOS/BARTOLOME	SBCP	BR
	CORUMBA INTL ARP	SBCR	BR
	CURITIBA/AFONSO	SBCT	BR
	CARAVELAS AIRPOR	SBCV	BR
	CAXIAS DO SUL	SBCX	BR
	CUIABA/MARECHAL	SBCY	BR
	CRUZEIRO DO SUL	SBCZ	BR
	PRESIDENTE PRUDE	SBDN	BR
	PIRANA P15 OIL	SBEC	BR
	EDUARDO GOMES IN	SBEG	BR
	JACAREACANGA	SBEK	BR
	EIRUNEPE	SBER	BR
	SAO PEDRO DA ALD	SBES	BR
	FOZ DO IGUACU AR	SBFI	BR
	FLORIANOPOLIS AR	SBFL	BR
	FERNANDO DE NORO	SBFN	BR
	CMP D GOITACAZES	SBFS	BR
	FRONTEIRA	SBFT	BR
	FURNAS (PRIVATE)	SBFU	BR
	FORTALEZA/PINTO	SBFZ	BR
	GAMA	SBGA	BR
	GALEAO/RIO(CIV/M	SBGL	BR
	GUAJARA MIRIM	SBGM	BR
	GOIANIA/SANTA GE	SBGO	BR
	GAVIAO PEIXOTO	SBGP	BR
	GUARULHOS (CIV/M	SBGR	BR
	GUARAPUAVA	SBGU	BR
	GOV VALADARES	SBGV	BR
	GUARATINGUETA (M	SBGW	BR
	ALTAMIRA	SBHT	BR
	ITACOATIARA	SBIC	BR
	ITAITUBA	SBIH	BR
	ILHEUS AIRPORT	SBIL	BR
	USIMINAS/PARAISO	SBIP	BR
	ITUMBIARA	SBIT	BR
	IMPERATRIZE	SBIZ	BR
	JUIZ FORA/FRANCI	SBJF	BR
	JOAO PESSOA/PRES	SBJP	BR
	RIO/JACAREPAGUA	SBJR	BR
	JUAZEIRO D NORTE	SBJU	BR
	JOINVILLE	SBJV	BR
	CAMPINA GRANDE	SBKG	BR
	CAMPINAS/VIRACOP	SBKP	BR
	ALBACORA P25 OIL	SBLB	BR
	LENCOIS CHAPADA	SBLE	BR
	LAGES	SBLJ	BR
	LINS	SBLN	BR
	LONDRINA AIRPORT	SBLO	BR
	BOM JESUS DA LAP	SBLP	BR
	LAGOA SANTA(CV/M	SBLS	BR
	MARABA	SBMA	BR
	MINACU	SBMC	BR
	MONTE DOURADO	SBMD	BR
	MACAE	SBME	BR
	MARINGA	SBMG	BR
	MONTES CLAROS	SBMK	BR
	MARILIA	SBML	BR
	MARLIM P20 OIL	SBMM	BR
	MANAUS/PONTA PEL	SBMN	BR
	MACEIO/CAMPO PAL	SBMO	BR
	MACAPA INTL AIRP	SBMQ	BR
	MOSSORO	SBMS	BR
	MARTE (CIV/MIL)	SBMT	BR
	MANICORE	SBMY	BR
	PORTO DE MOZ	SBMZ	BR
	NAVEGANTES	SBNF	BR
	SANTO ANGELO ARP	SBNM	BR
	NATAL/AUGUSTO SE	SBNT	BR
	OIAPOQUE	SBOI	BR
	PORTO ALEGRE/SAL	SBPA	BR
	PARNAIBA AIRPORT	SBPB	BR
	POCOS DE CALDAS	SBPC	BR
	PASSO FUNDO/LAUR	SBPF	BR
	PARANAGUA	SBPG	BR
	PALMAS	SBPJ	BR
	PELOTAS	SBPK	BR
	PETROLINA AIRPOR	SBPL	BR
	PORTO NACIONAL A	SBPN	BR
	PONTA PORA INTL	SBPP	BR
	BELO HORIZONTE	SBPR	BR
	PORTO SEGURO	SBPS	BR
	PORTO VELHO(CV/M	SBPV	BR
	VITORIA DA CONQU	SBQV	BR
	RIO BRANCO/MEDIC	SBRB	BR
	RECIFE/GUARARAPE	SBRF	BR
	RIO GRANDE	SBRG	BR
	SANTOS DUMONT/RI	SBRJ	BR
	LEITE LOPES/RIBE	SBRP	BR
	SAO ROQUE/S. PAU	SBRQ	BR
	RESENDE	SBRS	BR
	SAO CARLOS(PRIVA	SBSA	BR
	SANTA CRUZ (MIL)	SBSC	BR
	NATAL	SBSG	BR
	SAO JOSE DOS CAM	SBSJ	BR
	SAO LUIS/MARECHA	SBSL	BR
	SANTA MARIA(CV/M	SBSM	BR
	SANTAREM INTL AR	SBSN	BR
	SAO PAULO/CONGON	SBSP	BR
	SAO JOSE PRETO	SBSR	BR
	SANTOS (BRAZ-AFB	SBST	BR
	SALVADOR/DOIS JU	SBSV	BR
	SANTA ISABEL MOR	SBSY	BR
	TAUBATE (BASE)	SBTA	BR
	ORIXIMINA	SBTB	BR
	UNA HOTEL TRANSA	SBTC	BR
	TOLEDO	SBTD	BR
	TERESINA AIRPORT	SBTE	BR
	TEFE	SBTF	BR
	TARAUACA	SBTK	BR
	TELEMACO BORBA	SBTL	BR
	TORRES	SBTR	BR
	TIRIOS	SBTS	BR
	TABATINGA INTL A	SBTT	BR
	TUCURUI	SBTU	BR
	SAO GABRIEL CACH	SBUA	BR
	PAULO AFONSO	SBUF	BR
	URUGUAIANA/RUBEM	SBUG	BR
	CARAUARI	SBUI	BR
	UBERLANDIA	SBUL	BR
	URUBUPUNGA/CASTI	SBUP	BR
	UBERABA	SBUR	BR
	PORTO URUCU	SBUY	BR
	VARGINHA	SBVG	BR
	VILHENA	SBVH	BR
	VITORIA/GOIABEIR	SBVT	BR
	CACHIMBO-IN-PAR	SBXI	BR
	XAVANTINA	SBXV	BR
	IAUARETE (PRIVAT	SBYA	BR
	PIRASSUNUNGA/CAM	SBYS	BR
	BARCELOS	SWBC	BR
	PARINTINS	SWPI	BR
	LABREA		BR
	CRUZEIRO DO SUL		BR
	SAO LUIS/MARECHA		BR
			
PA	RAGUAY           3	0-AP	
	ASUNCION/SILVIO	SGAS	PY
	CONCEPCION/MARIS	SGCO	PY
	ENCARNACION	SGEN	PY
	GUARANY	SGES	PY
	FILADELFIA	SGFI	PY
	MARISCAL ESTIGAR	SGME	PY
	NUEVA ASUNCION	SGNA	PY
	PILAR	SGPI	PY
			
UR	UGUAY            3	0-AP	
	MELILLA/ANGEL S.	SUAA	UY
	ARTIGAS	SUAG	UY
	COLONIA SACRAMEN	SUCA	UY
	DURAZNO/SANTA BE	SUDU	UY
	CAPITAN CORBETA	SULS	UY
	MERCEDES/RICARDO	SUME	UY
	MELO/CERRO LARGO	SUMO	UY
	CARRASCO (CIV/MI	SUMU	UY
	MALDONADO/PUNTA	SUPE	UY
	PAYSANDU	SUPU	UY
	RIVERA	SURV	UY
	SALTO	SUSO	UY
	TACUAREMBO	SUTB	UY
	TREINTA Y TRES	SUTR	UY
			
CH	ILE              1	6-JA	
	ANCUD/PUPELDE	SCAC	CL
	ALTO PALENA	SCAP	CL
	ARICA/CHACALLUTA	SCAR	CL
	CABO JUAN ROMAN	SCAS	CL
	DESIERTO ATACAMA	SCAT	CL
	BALMACEDA	SCBA	CL
	EL BELLOTO (MIL)	SCBL	CL
	BERNADO OHIGGINS	SCBO	CL
	EL BOSQUE (MIL)	SCBQ	CL
	CHILE CHICO	SCCC	CL
	CALAMA/EL LOA	SCCF	CL
	CHILLAN/GEN BERN	SCCH	CL
	PUNTA ARENAS/PRE	SCCI	CL
	COYHAIQUE/TENIEN	SCCY	CL
	IQUIQUE/DIEGO AR	SCDA	CL
	PUDAHUEL/ARTURO	SCEL	CL
	QUINTERO (MIL)	SCER	CL
	ANTOFAGASTA/CERR	SCFA	CL
	CAPT FUENTES MAR	SCFM	CL
	FUTALEUFU	SCFT	CL
	MARIA DOLORES	SCGE	CL
	GUARDIAMARINA	SCGZ	CL
	COPIAPO/CHAMONAT	SCHA	CL
	COCHRANE	SCHR	CL
	CURICO/GEN FREIR	SCIC	CL
	CONCEPCION/CARRI	SCIE	CL
	EASTER ISLAND	SCIP	CL
	ROBINSON CRUSOE	SCIR	CL
	OSORNO/CANAL BAJ	SCJO	CL
	VALLENAR	SCLL	CL
	MELINKA ARPT	SCMK	CL
	TENIENTE GALLARD	SCNT	CL
	QUELLON	SCON	CL
	MONOPULLI	SCPQ	CH
	TEMUCO	SCQP	CH
	CHANARAL	SCRA	CL
	RODELILLO	SCRD	CL
	DE LA INDEPENDEN	SCRG	CL
	TENIENTE R MARSH	SCRM	CL
	LA SERENA/LAFLOR	SCSE	CL
	SANTO DOMINGO	SCSN	CL
	SEGUNDO CORRAL A	SCSR	CL
	CASTRO/GAMBOA	SCST	CL
	EULOGIO SANCHEZ	SCTB	CL
	TEMUCO/MAQUEHUE	SCTC	CL
	PUERTO MONTT/TEP	SCTE	CL
	LOS CERRILLOS	SCTI	CL
	CHAITEN	SCTN	CL
	VALDIVIA/PICHOY	SCVD	CL
	VINA DEL MAR	SCVM	CL
			
AR	GENTINA          1	4-JU	
	CONCORDIA/PIERRE	SAAC	AR
	GUALEGUAYCHU ARP	SAAG	AR
	JUNIN AIRPORT	SAAJ	AR
	PARANA/GEN URQUI	SAAP	AR
	ROSARIO AIRPORT	SAAR	AR
	VILLAGUAY	SAAU	AR
	SAUCE VIEJO AIRP	SAAV	AR
	BUENOS AIRES (OB	SABA	AR
	AEROPARQUE(CIV/M	SABE	AR
	LA CUMBRE	SACC	AR
	PILAR OBSERVATOR	SACI	AR
	CORDOBA AIRPORT	SACO	AR
	CHEPES	SACP	AR
	MONTE QUEMADO	SACQ	AR
	GOBERNADOR GORDI	SACT	AR
	VILLA MARIA DEL	SACV	AR
	DON TORCUATO ARP	SADD	AR
	SAN FERNANDO	SADF	AR
	MARIANO MORENO	SADJ	AR
	LA PLATA AIRPORT	SADL	AR
	BUENOS AIRES/MOR	SADM	AR
	EL PALOMAR AIRPO	SADP	AR
	BUENOS AIRES/EZE	SAEZ	AR
	MENDOZA/EL PLUME	SAME	AR
	SAN MARTIN	SAMI	AR
	JACHAL	SAMJ	AR
	MALARGUE AIRPORT	SAMM	AR
	SAN RAFAEL AIRPO	SAMR	AR
	SAN CARLOS	SAMS	AR
	USPALLATA	SAMU	AR
	CATAMARCA AIRPOR	SANC	AR
	SANTIAGO DEL EST	SANE	AR
	TINOGASTA	SANI	AR
	LA RIOJA/CAPT VI	SANL	AR
	CHILECITO	SANO	AR
	TERMAS DE RIO HO	SANR	AR
	TUCUMAN/TENIENTE	SANT	AR
	SAN JUAN AIRPORT	SANU	AR
	CERES	SANW	AR
	RIO CUARTO AIRPO	SAOC	AR
	VILLA DOLORES AR	SAOD	AR
	LABOULAYE	SAOL	AR
	MARCOS JUAREZ AR	SAOM	AR
	VILLA REYNOLDS A	SAOR	AR
	SAN LUIS AIRPORT	SAOU	AR
	CORRIENTES AIRPO	SARC	AR
	RESISTENCIA AIRP	SARE	AR
	FORMOSA AIRPORT	SARF	AR
	IGUAZU/CATARATAS	SARI	AR
	PASO DE LOS LIBR	SARL	AR
	MONTE CASEROS AR	SARM	AR
	POSADAS AIRPORT	SARP	AR
	PRESIDENT R S PE	SARS	AR
	SALTA AIRPORT	SASA	AR
	JUJUY AIRPORT	SASJ	AR
	ORAN AIRPORT	SASO	AR
	LA QUIACA OBSERV	SASQ	AR
	RIVADAVIA	SASR	AR
	TARTAGAL AIRPORT	SAST	AR
	GOYA	SATG	AR
	LAS LOMITAS	SATK	AR
	MERCEDES	SATM	AR
	RECONQUISTA	SATR	AR
	CURUZU CUATIA AR	SATU	AR
	EL BOLSON AERO	SAVB	AR
	COMODORO RIVADAV	SAVC	AR
	EL MAITEN	SAVD	AR
	ESQUEL AIRPORT	SAVE	AR
	SAN ANTONIO OEST	SAVO	AR
	PASO DE INDIOS	SAVP	AR
	ALTO RIO SENGUER	SAVR	AR
	TRELEW/ALMIRANTE	SAVT	AR
	VIEDMA/CASTELLO	SAVV	AR
	EL TEHUELCHE	SAVY	AR
	LAGO ARGENTINO A	SAWA	AR
	PUERTO DESEADO A	SAWD	AR
	RIO GRANDE AIRPO	SAWE	AR
	RIO GALLEGOS ARP	SAWG	AR
	USHUAIA (ARG-NAV	SAWH	AR
	SAN JULIAN AIRPO	SAWJ	AR
	RIO MAYO	SAWM	AR
	PERITO MORENO AR	SAWP	AR
	GOBERNADOR GREGO	SAWR	AR
	EL TURBIO/RIO TU	SAWT	AR
	SANTA CRUZ AIRPO	SAWU	AR
	AZUL AIRPORT	SAZA	AR
	BAHIA BLANCA (MI	SAZB	AR
	DOLORES AIRPORT	SAZD	AR
	PIGUE AIRPORT	SAZE	AR
	GENERAL PICO ARP	SAZG	AR
	TRES ARROYOS	SAZH	AR
	BOLIVAR	SAZI	AR
	MAR DEL PLATA AR	SAZM	AR
	NEUQUEN AIRPORT	SAZN	AR
	NECOCHEA AIRPORT	SAZO	AR
	PEHUAJO/CMDR ZAN	SAZP	AR
	RIO COLORADO	SAZQ	AR
	SANTA ROSA AIRPO	SAZR	AR
	SAN CARLOS BARIL	SAZS	AR
	TANDIL AIRPORT	SAZT	AR
	VILLA GESELL	SAZV	AR
	CHAPELCO	SAZY	AR
			
FA	LKLAND ISLANDS   0	4-MA	
	STANLEY AIRPORT	SFAL	FK
	MOUNT PLEASANT	EGYP	FK
			
SU	RINAME           0	9-NO	
	JOHAN A. PENGEL	SMJP	SR
	NICKERIE FERNAND	SMNI	SR
	SIPALIWINI	SMSI	SR
	STOELMANSEILAND	SMST	SR
	TAFELBERG/RUDI K	SMTB	SR
	PARAMARIBO	SMZO	SR
	ZANDERY/PARAMARI	SMZY	SR
			
GR	EENLAND          3	0-AP	
	AASIAAT/EGEDESMI	BGAA	GL
	ANGMAGSSALIK	BGAM	GL
	ANGISSOQ (AUT)	BGAS	GL
	APUTITEQ ADS (AU	BGAT	GL
	NARSSARSSUAQ	BGBW	GL
	CHRISTIANHAB(POR	BGCH	GL
	CONSTABLE POINT	BGCO	GL
	DANEBORG (AUT)	BGDB	GL
	DANMARKSHAVN (PO	BGDH	GL
	DUNDAS	BGDU	GL
	EGEDESMINDE/AUSI	BGEM	GL
	FREDERIKSDAL	BGFD	GL
	FREDERIKSHAB (PO	BGFH	GL
	GRONNEDAL	BGGD	GL
	GODTHAB (PORT)	BGGH	GL
	GODHAVN (PORT)	BGGN	GL
	HOLSTEINSBORG	BGHB	GL
	JULIANEHAB (PORT	BGJH	GL
	JAKOBSHAVN (PORT	BGJN	GL
	KULUSUK AIRPORT	BGKK	GL
	CAPE TOBIN (AUT)	BGKT	GL
	MANIITSOQ	BGMQ	GL
	MESTERS VIG	BGMV	GL
	NANORTALIK	BGNN	GL
	NARSSAQ	BGNS	GL
	QAANAAQ	BGQQ	GL
	PRINS CHRISTIAN	BGPC	GL
	PAAMIUT	BGPT	GL
	SCORESBYSUND	BGSC	GL
	SONDRE STROMFJOR	BGSF	GL
	SISIMIUT	BGSS	GL
	SUKKERTOPPEN	BGST	GL
	THULE AB	BGTL	GL
	TINGMIARMIUT	BGTM	GL
	UPERNAVIK	BGUK	GL
	UUMMANNAQ/QAARSU	BGUQ	GL
	UPERNAVIK AWS (A	BGUP	GL
	WALRUS BAY		GL
	IKATEQ	BIKA	GL
	MARRAK POINT	BMKA	GL
			
IC	ELAND            3	0-AP	
	AKUREYRI	BIAR	IS
	BILDUDALUR	BIBD	IS
	EGILSSTADIR	BIEG	IS
	GRIMSEY ISLAND	BIGR	IS
	HJARDARNES/HORNA	BIHN	IS
	ISAFJOROUR	BIIS	IS
	KEFLAVIK (CIV/MI	BIKF	IS
	SAUOARKROKUR	BIKR	IS
	RAUFARHOFN	BIRG	IS
	REYKJAVIK (NOTAM	BIRK	IS
	STYKKISHOLMUR	BIST	IS
	VESTMANNAEYJAR (	BIVM	IS
	SKJALDTHINGSSTAD	BIVO	IS
	HVALLATUR		IS
			
BE	LGIUM            0	3-DE	
	ANTWERP/DEURNE	EBAW	BE
	BEAUVECHAIN (BAF	EBBE	BE
	KLEINE-BROGEL(BA	EBBL	BE
	BRUSSELS NATIONA	EBBR	BE
	BRASSCHAAT (MIL)	EBBT	BE
	BERTRIX (BEL-AFB	EBBX	BE
	CHARLEROI/GOSSEL	EBCI	BE
	CHIEVRES AB	EBCV	BE
	SCHAFFEN	EBDT	BE
	KOKSIJDE (BEL-AF	EBFN	BE
	FLORENNES (BEL-A	EBFS	BE
	GRIMBERGEN	EBGB	BE
	HOEVENEN	EBHN	BE
	BALEN-KEIHEUVEL	EBKH	BE
